team_id,team_name
13,Arsenal
24,Aston Villa
183,Bournemouth
15,Chelsea
162,Crystal Palace
31,Everton
14,Leicester
26,Liverpool
167,Manchester City
32,Manchester United
23,Newcastle United
168,Norwich
18,Southampton
96,Stoke
16,Sunderland
259,Swansea
30,Tottenham
27,Watford
175,West Bromwich Albion
29,West Ham
