team_id,team_name
1228,America MG
1235,Atletico MG
1243,Atletico PR
1227,Botafogo RJ
8865,Chapecoense AF
1237,Corinthians
1236,Coritiba
1230,Cruzeiro
1766,Figueirense
1239,Flamengo
1232,Fluminense
1244,Gremio
1219,Internacional
1234,Palmeiras
1240,Ponte Preta
1242,Santa Cruz
1241,Santos FC
1224,Sao Paulo
1231,Sport
1238,Vitoria
