team_id,team_name
80,AC Milan
300,Atalanta
71,Bologna
9363,Carpi
267,Chievo
272,Empoli
73,Fiorentina
2732,Frosinone
278,Genoa
75,Inter
87,Juventus
77,Lazio
276,Napoli
1285,Palermo
84,Roma
271,Sampdoria
2889,Sassuolo
72,Torino
86,Udinese
76,Verona
