team_id,team_name
53,Athletic Bilbao
63,Atletico Madrid
65,Barcelona
62,Celta Vigo
59,Deportivo La Coruna
824,Eibar
70,Espanyol
819,Getafe
925,Granada
838,Las Palmas
832,Levante
69,Malaga
64,Rayo Vallecano
54,Real Betis
52,Real Madrid
68,Real Sociedad
67,Sevilla
830,Sporting Gijon
55,Valencia
839,Villarreal
