team_id,team_name
764,ADO Den Haag
130,Ajax
243,AZ Alkmaar
241,Cambuur
257,De Graafschap
867,Excelsior
758,FC Groningen
128,FC Utrecht
256,Feyenoord
870,Heracles
116,NEC Nijmegen
868,PEC Zwolle
129,PSV Eindhoven
127,Roda
287,SC Heerenveen
113,Twente
255,Vitesse
115,Willem II
