team_id,team_name
614,Angers
315,Bordeaux
347,Caen
940,GFC Ajaccio
426,Guingamp
607,Lille
146,Lorient
228,Lyon
249,Marseille
248,Monaco
311,Montpellier
302,Nantes
613,Nice
304,Paris Saint Germain
950,Reims
313,Rennes
145,Saint-Etienne
310,SC Bastia
246,Toulouse
229,Troyes
