team_id,team_name
1537,Amkar
1002,Anzhi Makhachkala
847,CSKA Moscow
846,Dinamo Moscow
7164,FC Krasnodar
562,FC Rostov
9004,FC Ufa
997,Krylya Sovetov Samara
2290,Kuban Krasnodar
668,Lokomotiv Moscow
4173,Mordovya
2057,Rubin Kazan
840,Spartak Moscow
2407,Terek Grozny
4174,Ural
560,Zenit St. Petersburg
